estimator,importance,label
AUD_CHF_high,0.01292168817417405,GBP_CHF_ma30
AUD_CHF_high,0.00479941506000614,GBP_HKD_close
AUD_CHF_high,0.00518090198875143,GBP_JPY_close
AUD_CHF_high,0.005471381499773997,GBP_NZD_low
AUD_CHF_high,0.010851432101844694,GBP_ZAR_vol
AUD_CHF_high,0.01550254343146662,HK33_HKD_high
AUD_CHF_high,0.013183535155803838,IN50_USD_low
AUD_CHF_high,0.006267756704801286,NATGAS_USD_close
AUD_CHF_high,0.007317444952605001,NL25_EUR_close
AUD_CHF_high,0.005660997838276671,NL25_EUR_ma30
AUD_CHF_high,0.006435874663111463,NL25_EUR_open
AUD_CHF_high,0.0103644719474687,NZD_CAD_high
AUD_CHF_high,0.010436476770337322,NZD_SGD_low
AUD_CHF_high,0.02171746488511417,SGD_CHF_open
AUD_CHF_high,0.00972157651813177,SPX500_USD_ma30
AUD_CHF_high,0.013631373279167747,SUGAR_USD_high
AUD_CHF_high,0.003578313301659364,TWIX_USD_close
AUD_CHF_high,0.009173694199489546,TWIX_USD_low
AUD_CHF_high,0.008738647322843462,UK100_GBP_close
AUD_CHF_high,0.007673966022593959,UK10YB_GBP_high
AUD_CHF_high,0.006897142378875287,UK10YB_GBP_low
AUD_CHF_high,0.007128052286134334,USD_CAD_high
AUD_CHF_high,0.003976729861278727,USD_CAD_open
AUD_CHF_high,0.01049785758004873,USD_CHF_open
AUD_CHF_high,0.014475770032731816,USD_CZK_close
AUD_CHF_high,0.01384011249501782,USD_HUF_high
AUD_CHF_high,0.0034442755804775516,USD_INR_low
AUD_CHF_high,0.007052924327581422,USD_INR_open
AUD_CHF_high,0.011190017770786653,USD_MXN_high
AUD_CHF_high,0.004227694956171035,USD_MXN_open
AUD_CHF_high,0.008144975038703706,USD_MXN_vol
AUD_CHF_high,0.007936530750157544,USD_THB_close
AUD_CHF_high,0.011077992487116717,USD_THB_low
AUD_CHF_high,0.00814197408817563,WTICO_USD_close
AUD_CHF_high,0.009588271270331461,WTICO_USD_low
AUD_CHF_high,0.005648948450470925,WTICO_USD_ma30
AUD_CHF_high,0.005216198290327156,WTICO_USD_open
AUD_CHF_high,0.0032064251236079144,XAG_HKD_close
AUD_CHF_high,0.009688038507192687,XAG_NZD_high
AUD_CHF_high,0.010646183074641158,XAU_NZD_high
AUD_CHF_high,0.008523745023921947,XAU_NZD_low
AUD_CHF_high,0.004920895941722847,XAU_SGD_open
AUD_CHF_high,0.0045033551068627276,XCU_USD_close
